Date,Region,New_Tests,Total_Tests,Positivity,Turn_Around
2020-07-07,Fraser,691,76333,1.43,24.9
2020-07-07,Interior,246,28581,0.19,58.4
2020-07-07,Northern,59,8440,0.27,15.9
2020-07-07,Unknown,21,1684,0,17.5
2020-07-07,Vancouver Coastal,731,64914,0.77,22.2
2020-07-07,Vancouver Island,342,30351,0.06,18.3
2020-07-08,BC,2355,212658,0.81,23.7
2020-07-08,Fraser,874,77207,1.45,23.2
2020-07-08,Interior,240,28821,0.19,40.9
2020-07-08,Northern,76,8516,0,19
2020-07-08,Unknown,28,1712,0,22.2
2020-07-08,Vancouver Coastal,833,65747,0.75,21.9
2020-07-08,Vancouver Island,304,30655,0.05,18.1
2020-07-09,BC,2584,215242,0.85,23.1
2020-07-09,Fraser,1093,78300,1.56,21.3
2020-07-09,Interior,259,29080,0.19,45
2020-07-09,Northern,52,8568,0,21.9
2020-07-09,Unknown,18,1730,0,14.1
2020-07-09,Vancouver Coastal,760,66507,0.69,21
2020-07-09,Vancouver Island,402,31057,0.1,18.5
2020-07-10,BC,2868,218110,0.89,23.9
2020-07-10,Fraser,835,79135,1.57,21.1
2020-07-10,Interior,422,29502,0.3,44.2
2020-07-10,Northern,99,8667,0,26
2020-07-10,Unknown,25,1755,0,18.9
2020-07-10,Vancouver Coastal,1083,67590,0.79,20.3
2020-07-10,Vancouver Island,404,31461,0.09,17.9
2020-07-11,BC,2194,220304,0.96,23.8
2020-07-11,Fraser,780,79915,1.62,20.3
2020-07-11,Interior,335,29837,0.34,34.3
2020-07-11,Northern,57,8724,0,28
2020-07-11,Unknown,23,1778,0,23.1
2020-07-11,Vancouver Coastal,655,68245,0.94,23.5
2020-07-11,Vancouver Island,344,31805,0.09,21.1
2020-07-12,BC,1915,222219,1.02,18.8
2020-07-12,Fraser,670,80585,1.74,18.9
2020-07-12,Interior,169,30006,0.33,31
2020-07-12,Northern,46,8770,0,34.6
2020-07-12,Unknown,23,1801,0,22.7
2020-07-12,Vancouver Coastal,499,68744,1.02,19.3
2020-07-12,Vancouver Island,508,32313,0.08,12.5
2020-07-13,BC,1497,223716,1.03,19.9
2020-07-13,Fraser,625,81210,1.74,20.2
2020-07-13,Interior,121,30127,0.39,31.8
2020-07-13,Northern,62,8832,0,13.4
2020-07-13,Unknown,9,1810,0,14.9
2020-07-13,Vancouver Coastal,540,69284,1,19.7
2020-07-13,Vancouver Island,140,32453,0.08,12.1
2020-07-14,BC,2521,226237,0.98,24
2020-07-14,Fraser,946,82156,1.53,22.9
2020-07-14,Interior,276,30403,0.6,49.2
2020-07-14,Northern,78,8910,0,20.1
2020-07-14,Unknown,27,1837,0,18.5
2020-07-14,Vancouver Coastal,864,70148,0.97,20
2020-07-14,Vancouver Island,330,32783,0.08,17.6
2020-07-15,BC,2823,229060,1.05,28.7
2020-07-15,Fraser,805,82961,1.44,23.5
2020-07-15,Interior,700,31103,1.18,46.8
2020-07-15,Northern,77,8987,0.42,29.1
2020-07-15,Unknown,17,1854,0,24.6
2020-07-15,Vancouver Coastal,841,70989,1.05,23.4
2020-07-15,Vancouver Island,383,33166,0.12,18.5
2020-07-16,BC,3141,232201,1.11,26.5
2020-07-16,Fraser,936,83897,1.34,21.9
2020-07-16,Interior,697,31800,1.76,43.5
2020-07-16,Northern,91,9078,0.59,25.8
2020-07-16,Unknown,29,1883,0,20.4
2020-07-16,Vancouver Coastal,943,71932,1.03,21.8
2020-07-16,Vancouver Island,445,33611,0.08,19.8
2020-07-17,BC,2857,235058,1.18,24.4
2020-07-17,Fraser,826,84723,1.41,21.5
2020-07-17,Interior,684,32484,1.78,34.9
2020-07-17,Northern,109,9187,1.35,28.1
2020-07-17,Unknown,27,1910,0,17.6
2020-07-17,Vancouver Coastal,838,72770,1.02,20.8
2020-07-17,Vancouver Island,373,33984,0.12,19.1
2020-07-18,BC,2317,237375,1.18,25.2
2020-07-18,Fraser,748,85471,1.46,21.2
2020-07-18,Interior,514,32998,2.02,40
2020-07-18,Northern,47,9234,1.37,25.6
2020-07-18,Unknown,29,1939,0,23.4
2020-07-18,Vancouver Coastal,635,73405,0.79,20.4
2020-07-18,Vancouver Island,344,34328,0.12,20.6
2020-07-19,BC,1879,239254,1.22,23.9
2020-07-19,Fraser,634,86105,1.49,20.4
2020-07-19,Interior,426,33424,2.11,31.2
2020-07-19,Northern,48,9282,1.37,26.2
2020-07-19,Unknown,40,1979,0,20.8
2020-07-19,Vancouver Coastal,466,73871,0.7,23.3
2020-07-19,Vancouver Island,265,34593,0.35,21.9
2020-07-20,BC,1716,240970,1.34,22.2
2020-07-20,Fraser,561,86666,1.63,21.2
2020-07-20,Interior,348,33772,2.28,32.6
2020-07-20,Northern,82,9364,1.32,20.2
2020-07-20,Unknown,17,1996,0,15.6
2020-07-20,Vancouver Coastal,521,74392,0.82,18.5
2020-07-20,Vancouver Island,187,34780,0.34,17.3
2020-07-21,BC,2802,243772,1.38,23.6
2020-07-21,Fraser,894,87560,1.72,22.9
2020-07-21,Interior,523,34295,2.26,33.1
2020-07-21,Northern,60,9424,1.36,20.6
2020-07-21,Unknown,56,2052,0,25.9
2020-07-21,Vancouver Coastal,900,75292,0.84,20.9
2020-07-21,Vancouver Island,369,35149,0.38,18.6
2020-07-22,BC,3146,246918,1.39,22.3
2020-07-22,Fraser,1148,88708,1.76,19.6
2020-07-22,Interior,522,34817,2.18,30.5
2020-07-22,Northern,107,9531,2.39,26.6
2020-07-22,Unknown,44,2096,0,18.9
2020-07-22,Vancouver Coastal,937,76229,0.78,22.1
2020-07-22,Vancouver Island,388,35537,0.38,19.2
2020-07-23,BC,2620,249538,1.33,22.3
2020-07-23,Fraser,1022,89730,1.75,21.4
2020-07-23,Interior,199,35016,1.87,34.5
2020-07-23,Northern,119,9650,2.62,27.3
2020-07-23,Unknown,41,2137,0,21.3
2020-07-23,Vancouver Coastal,810,77039,0.86,21.2
2020-07-23,Vancouver Island,429,35966,0.34,19.6
2020-07-24,BC,2774,252312,1.19,22.3
2020-07-24,Fraser,886,90616,1.53,21.2
2020-07-24,Interior,156,35172,1.97,39.8
2020-07-24,Northern,161,9811,2.24,27
2020-07-24,Unknown,29,2166,0,18.3
2020-07-24,Vancouver Coastal,1099,78138,0.75,21
2020-07-24,Vancouver Island,443,36409,0.29,20.1
2020-07-25,BC,2607,254919,1.15,23.3
2020-07-25,Fraser,897,91513,1.41,21.3
2020-07-25,Interior,405,35577,1.71,33
2020-07-25,Northern,89,9900,3,33
2020-07-25,Unknown,25,2191,0,21.2
2020-07-25,Vancouver Coastal,820,78958,0.79,20.7
2020-07-25,Vancouver Island,371,36780,0.29,21.2
2020-07-26,BC,1704,256623,1.12,22.8
2020-07-26,Fraser,602,92115,1.45,21.6
2020-07-26,Interior,156,35733,1.73,34.7
2020-07-26,Northern,80,9980,3.01,37.1
2020-07-26,Unknown,33,2224,0,26.3
2020-07-26,Vancouver Coastal,506,79464,0.73,18.9
2020-07-26,Vancouver Island,327,37107,0.12,21.6
2020-07-27,BC,1879,258502,1.02,19.3
2020-07-27,Fraser,652,92767,1.34,19
2020-07-27,Interior,369,36102,1.5,22.4
2020-07-27,Northern,44,10024,3.18,23.9
2020-07-27,Unknown,36,2260,0,10.7
2020-07-27,Vancouver Coastal,585,80049,0.64,19.2
2020-07-27,Vancouver Island,193,37300,0.12,15.7
2020-07-28,BC,2868,261370,1.18,23.1
2020-07-28,Fraser,1051,93818,1.84,24.1
2020-07-28,Interior,415,36517,1.26,26.8
2020-07-28,Northern,82,10106,3.96,24.4
2020-07-28,Unknown,28,2288,0,17.6
2020-07-28,Vancouver Coastal,897,80946,0.6,22.2
2020-07-28,Vancouver Island,395,37695,0.08,18.4
2020-07-29,BC,3299,264669,1.08,21.5
2020-07-29,Fraser,850,94668,1.86,20.8
2020-07-29,Interior,634,37151,1.11,31.8
2020-07-29,Northern,125,10231,2.86,35.5
2020-07-29,Unknown,49,2337,0,23.8
2020-07-29,Vancouver Coastal,854,81800,0.57,21.5
2020-07-29,Vancouver Island,787,38482,0.03,11.5
2020-07-30,BC,3189,267858,1.23,22.3
2020-07-30,Fraser,975,95643,2.23,20.9
2020-07-30,Interior,621,37772,1.05,23.9
2020-07-30,Northern,131,10362,3.09,35.2
2020-07-30,Unknown,50,2387,0,31.2
2020-07-30,Vancouver Coastal,799,82599,0.67,22.9
2020-07-30,Vancouver Island,613,39095,0.1,18.6
2020-07-31,BC,2215,270073,1.42,22.9
2020-07-31,Fraser,790,96433,2.53,23.2
2020-07-31,Interior,111,37883,1.03,32.7
2020-07-31,Northern,102,10464,3.37,31.3
2020-07-31,Unknown,60,2447,0,27.2
2020-07-31,Vancouver Coastal,839,83438,0.96,21.8
2020-07-31,Vancouver Island,313,39408,0.1,17.9
2020-08-01,BC,2185,272258,1.59,25.1
2020-08-01,Fraser,793,97226,3.01,24.6
2020-08-01,Interior,190,38073,1,33.5
2020-08-01,Northern,86,10550,3.23,34.3
2020-08-01,Unknown,17,2464,0,26.7
2020-08-01,Vancouver Coastal,749,84187,1.01,24.7
2020-08-01,Vancouver Island,350,39758,0.1,20.1
2020-08-02,BC,1645,273903,1.72,23.6
2020-08-02,Fraser,694,97920,3.26,22.5
2020-08-02,Interior,160,38233,0.96,30.8
2020-08-02,Northern,67,10617,3.14,31.6
2020-08-02,Unknown,8,2472,0,26
2020-08-02,Vancouver Coastal,420,84607,1.13,22.7
2020-08-02,Vancouver Island,296,40054,0.14,21.7
2020-08-03,BC,1395,275298,1.83,22
2020-08-03,Fraser,613,98533,3.42,22.3
2020-08-03,Interior,256,38489,0.84,19.3
2020-08-03,Northern,13,10630,3.3,12.8
2020-08-03,Unknown,16,2488,0,15
2020-08-03,Vancouver Coastal,386,84993,1.25,23.6
2020-08-03,Vancouver Island,111,40165,0.17,23.2
2020-08-04,BC,1923,277221,1.8,20.6
2020-08-04,Fraser,641,99174,3.17,20.7
2020-08-04,Interior,314,38803,1.05,19.4
2020-08-04,Northern,51,10681,2.43,34.8
2020-08-04,Unknown,12,2500,0,13
2020-08-04,Vancouver Coastal,677,85670,1.48,22.1
2020-08-04,Vancouver Island,228,40393,0.19,15.3
2020-08-05,BC,2684,279905,2.05,22.4
2020-08-05,Fraser,836,100010,3.44,21.7
2020-08-05,Interior,465,39268,1.09,24.3
2020-08-05,Northern,74,10755,2.48,22
2020-08-05,Unknown,28,2528,0,22.7
2020-08-05,Vancouver Coastal,898,86568,1.8,23.2
2020-08-05,Vancouver Island,383,40776,0.22,19.8
2020-08-06,BC,3175,283080,2.06,23
2020-08-06,Fraser,1161,101171,3.26,24.9
2020-08-06,Interior,387,39655,1.12,24
2020-08-06,Northern,99,10854,2.03,25.7
2020-08-06,Unknown,47,2575,0,30.3
2020-08-06,Vancouver Coastal,1026,87594,1.92,21.2
2020-08-06,Vancouver Island,455,41231,0.19,20.2
2020-08-07,BC,3021,286101,1.98,23.6
2020-08-07,Fraser,935,102106,3.28,22.7
2020-08-07,Interior,558,40213,0.94,29.5
2020-08-07,Northern,107,10961,1.41,29
2020-08-07,Unknown,75,2650,0,22.7
2020-08-07,Vancouver Coastal,945,88539,1.84,22.8
2020-08-07,Vancouver Island,401,41632,0.18,18.4
2020-08-08,BC,2907,289008,1.87,24.9
2020-08-08,Fraser,1017,103123,2.93,23.1
2020-08-08,Interior,430,40643,0.86,31.3
2020-08-08,Northern,100,11061,0.59,38.2
2020-08-08,Unknown,25,2675,0,32.4
2020-08-08,Vancouver Coastal,1000,89539,1.98,23.8
2020-08-08,Vancouver Island,335,41967,0.23,20.9
2020-08-09,BC,2310,291318,1.79,25.4
2020-08-09,Fraser,925,104048,2.61,25.4
2020-08-09,Interior,293,40936,0.74,25.2
2020-08-09,Northern,53,11114,1.21,48.6
2020-08-09,Unknown,70,2745,0,34.2
2020-08-09,Vancouver Coastal,725,90264,2.12,23.7
2020-08-09,Vancouver Island,244,42211,0.14,23.7
2020-08-10,BC,2178,293496,1.91,22.4
2020-08-10,Fraser,873,104921,2.82,21.9
2020-08-10,Interior,266,41202,0.77,26.1
2020-08-10,Northern,66,11180,1.64,46.4
2020-08-10,Unknown,72,2817,0,16.7
2020-08-10,Vancouver Coastal,705,90969,2.18,22.3
2020-08-10,Vancouver Island,196,42407,0.09,13.8
2020-08-11,BC,3140,296636,2.01,21.8
2020-08-11,Fraser,1023,105944,2.88,21.8
2020-08-11,Interior,479,41681,0.63,26.1
2020-08-11,Northern,99,11279,1.84,20
2020-08-11,Unknown,40,2857,0,16.1
2020-08-11,Vancouver Coastal,1126,92095,2.44,21.5
2020-08-11,Vancouver Island,373,42780,0.17,18.3
2020-08-12,BC,3773,300409,2.05,24.5
2020-08-12,Fraser,1306,107250,2.94,24.2
2020-08-12,Interior,511,42192,0.58,28.6
2020-08-12,Northern,99,11378,2.09,25.4
2020-08-12,Unknown,38,2895,0,23.2
2020-08-12,Vancouver Coastal,1430,93525,2.41,24.6
2020-08-12,Vancouver Island,389,43169,0.17,19.2
2020-08-13,BC,3856,304265,2.16,23.9
2020-08-13,Fraser,1415,108665,3.04,26.7
2020-08-13,Interior,598,42790,0.54,23.9
2020-08-13,Northern,92,11470,2.27,29.7
2020-08-13,Unknown,44,2939,0,26.9
2020-08-13,Vancouver Coastal,1287,94812,2.59,21.8
2020-08-13,Vancouver Island,420,43589,0.21,19.3
2020-08-14,BC,4200,308465,2.38,23.9
2020-08-14,Fraser,1667,110332,3.44,22.6
2020-08-14,Interior,416,43206,0.77,33.5
2020-08-14,Northern,182,11652,2.32,32.1
2020-08-14,Unknown,49,2988,0,25.4
2020-08-14,Vancouver Coastal,1485,96297,2.58,22.6
2020-08-14,Vancouver Island,401,43990,0.3,19.4
2020-08-15,BC,3225,311690,2.43,22.1
2020-08-15,Fraser,945,111277,3.56,20.1
2020-08-15,Interior,507,43713,0.81,26.9
2020-08-15,Northern,114,11766,2.55,23.7
2020-08-15,Unknown,60,3048,0,24
2020-08-15,Vancouver Coastal,1207,97504,2.61,22
2020-08-15,Vancouver Island,392,44382,0.29,19.9
2020-08-16,BC,3094,314784,2.48,23.4
2020-08-16,Fraser,1295,112572,3.71,24.2
2020-08-16,Interior,394,44107,0.76,26
2020-08-16,Northern,86,11852,2.44,30.9
2020-08-16,Unknown,72,3120,0,21.1
2020-08-16,Vancouver Coastal,853,98357,2.62,21.6
2020-08-16,Vancouver Island,394,44776,0.31,21.3
2020-08-17,BC,2227,317011,2.4,21.8
2020-08-17,Fraser,734,113306,3.6,22.4
2020-08-17,Interior,329,44436,0.68,19.9
2020-08-17,Northern,50,11902,2.49,15.7
2020-08-17,Unknown,38,3158,0,20.7
2020-08-17,Vancouver Coastal,815,99172,2.55,24
2020-08-17,Vancouver Island,261,45037,0.42,16.9
2020-08-18,BC,3880,320891,2.31,22.8
2020-08-18,Fraser,1342,114648,3.48,22.4
2020-08-18,Interior,512,44948,0.64,25.6
2020-08-18,Northern,116,12018,2.17,25
2020-08-18,Unknown,119,3277,0,25.6
2020-08-18,Vancouver Coastal,1316,100488,2.47,22.9
2020-08-18,Vancouver Island,475,45512,0.44,19.4
2020-08-19,BC,4370,325261,2.28,24
2020-08-19,Fraser,1527,116175,3.41,27.2
2020-08-19,Interior,623,45571,0.56,24
2020-08-19,Northern,141,12159,1.92,26
2020-08-19,Unknown,174,3451,0,16.3
2020-08-19,Vancouver Coastal,1412,101900,2.56,23.1
2020-08-19,Vancouver Island,493,46005,0.46,18.6
2020-08-20,BC,4561,329822,2.28,23
2020-08-20,Fraser,1718,117893,3.46,25.7
2020-08-20,Interior,493,46064,0.7,21.9
2020-08-20,Northern,168,12327,1.52,27.8
2020-08-20,Unknown,64,3515,0,4
2020-08-20,Vancouver Coastal,1596,103496,2.49,22.1
2020-08-20,Vancouver Island,522,46527,0.41,18.8
2020-08-21,BC,4118,333940,2.28,23.7
2020-08-21,Fraser,1371,119264,3.4,26.5
2020-08-21,Interior,574,46638,0.5,24.5
2020-08-21,Northern,181,12508,1.75,31.3
2020-08-21,Unknown,133,3648,0,21.1
2020-08-21,Vancouver Coastal,1389,104885,2.69,21.2
2020-08-21,Vancouver Island,470,46997,0.47,19.9
2020-08-22,BC,4149,338089,2.25,23.8
2020-08-22,Fraser,1584,120848,3.36,25.3
2020-08-22,Interior,396,47034,0.57,27.5
2020-08-22,Northern,116,12624,1.63,25.7
2020-08-22,Unknown,236,3884,0,21.7
2020-08-22,Vancouver Coastal,1376,106261,2.56,22.5
2020-08-22,Vancouver Island,441,47438,0.46,20
2020-08-23,BC,2457,340546,2.27,22.7
2020-08-23,Fraser,839,121687,3.41,26.6
2020-08-23,Interior,318,47352,0.62,22.4
2020-08-23,Northern,82,12706,1.29,33.1
2020-08-23,Unknown,2,3886,0,19
2020-08-23,Vancouver Coastal,825,107086,2.59,18.9
2020-08-23,Vancouver Island,391,47829,0.49,20.3
2020-08-24,BC,2403,342949,2.32,22.4
2020-08-24,Fraser,919,122606,3.39,27
2020-08-24,Interior,282,47634,0.63,19.9
2020-08-24,Northern,54,12760,1.05,23.8
2020-08-24,Unknown,51,3937,0,17.4
2020-08-24,Vancouver Coastal,756,107842,2.79,21.1
2020-08-24,Vancouver Island,341,48170,0.45,15.3
2020-08-25,BC,4008,346957,2.19,22.7
2020-08-25,Fraser,1057,123663,3.33,27.9
2020-08-25,Interior,559,48193,0.59,22.6
2020-08-25,Northern,103,12863,1.54,20.4
2020-08-25,Unknown,790,4727,0,19.7
2020-08-25,Vancouver Coastal,1035,108877,2.68,22.3
2020-08-25,Vancouver Island,464,48634,0.42,17.7
2020-08-26,BC,4905,351862,2.18,27.5
2020-08-26,Fraser,1890,125553,3.31,30.9
2020-08-26,Interior,552,48745,0.5,22.9
2020-08-26,Northern,131,12994,1.92,24
2020-08-26,Unknown,151,4878,0,42.5
2020-08-26,Vancouver Coastal,1684,110561,2.55,27
2020-08-26,Vancouver Island,497,49131,0.48,18.2
2020-08-27,BC,5816,357678,2.1,28
2020-08-27,Fraser,2108,127661,3.12,32.9
2020-08-27,Interior,599,49344,0.43,22.2
2020-08-27,Northern,158,13152,2.3,27.8
2020-08-27,Unknown,636,5514,0,21
2020-08-27,Vancouver Coastal,1791,112352,2.59,29.3
2020-08-27,Vancouver Island,524,49655,0.51,18.7
2020-08-28,BC,5303,362981,1.97,24.7
2020-08-28,Fraser,1863,129524,2.89,27.9
2020-08-28,Interior,518,49862,0.43,23.8
2020-08-28,Northern,162,13314,2.11,26.1
2020-08-28,Unknown,487,6001,0,27.4
2020-08-28,Vancouver Coastal,1799,114151,2.47,22.3
2020-08-28,Vancouver Island,474,50129,0.38,18.5
2020-08-29,BC,4787,367768,2.06,24.3
2020-08-29,Fraser,1536,131060,3.08,26.3
2020-08-29,Interior,519,50381,0.51,27.8
2020-08-29,Northern,183,13497,2.41,34.4
2020-08-29,Unknown,896,6897,0,19.3
2020-08-29,Vancouver Coastal,1226,115377,2.69,24.3
2020-08-29,Vancouver Island,427,50556,0.38,19.4
2020-08-30,BC,3123,370891,2.1,23.9
2020-08-30,Fraser,773,131833,3.15,23.3
2020-08-30,Interior,364,50745,0.53,23.1
2020-08-30,Northern,152,13649,2.76,33.8
2020-08-30,Unknown,226,7123,0,42.4
2020-08-30,Vancouver Coastal,1165,116542,2.71,20.9
2020-08-30,Vancouver Island,443,50999,0.32,20.4
2020-08-31,BC,2644,373535,2.07,23.8
2020-08-31,Fraser,1208,133041,3.14,28.9
2020-08-31,Interior,285,51030,0.53,20.4
2020-08-31,Northern,102,13751,3.03,24.3
2020-08-31,Unknown,9,7132,0,41.2
2020-08-31,Vancouver Coastal,737,117279,2.57,19.3
2020-08-31,Vancouver Island,303,51302,0.29,16.5
2020-09-01,BC,5273,378808,2.14,21.5
2020-09-01,Fraser,1622,134663,3.15,21.7
2020-09-01,Interior,545,51575,0.59,19.9
2020-09-01,Northern,267,14018,2.77,39.6
2020-09-01,Unknown,12,7144,0,65
2020-09-01,Vancouver Coastal,2330,119609,2.51,20
2020-09-01,Vancouver Island,497,51799,0.25,19.1
2020-09-02,BC,5787,384595,2.07,23.9
2020-09-02,Fraser,2017,136680,3.05,25.8
2020-09-02,Interior,574,52149,0.71,26.3
2020-09-02,Northern,227,14245,2.48,28.5
2020-09-02,Unknown,41,7185,0,22.3
2020-09-02,Vancouver Coastal,2424,122033,2.37,22.8
2020-09-02,Vancouver Island,504,52303,0.19,17.7
2020-09-03,BC,6183,390778,2.16,24.3
2020-09-03,Fraser,2195,138875,3.19,27
2020-09-03,Interior,533,52682,0.69,26.5
2020-09-03,Northern,209,14454,2.53,27.6
2020-09-03,Unknown,9,7194,0,30.9
2020-09-03,Vancouver Coastal,2665,124698,2.32,22.6
2020-09-03,Vancouver Island,572,52875,0.25,18.6
2020-09-04,BC,5312,396090,2.17,21.8
2020-09-04,Fraser,1959,140834,3.25,20.9
2020-09-04,Interior,534,53216,0.78,28.4
2020-09-04,Northern,209,14663,2.59,29.5
2020-09-04,Unknown,5,7199,0,34.4
2020-09-04,Vancouver Coastal,2094,126792,2.2,20.8
2020-09-04,Vancouver Island,511,53386,0.28,18.7
2020-09-05,BC,5948,402038,2.12,24.2
2020-09-05,Fraser,2038,142872,3.09,24.8
2020-09-05,Interior,580,53796,0.61,28.8
2020-09-05,Northern,250,14913,2.26,30.9
2020-09-05,Unknown,14,7213,0,34.2
2020-09-05,Vancouver Coastal,2455,129247,2.13,23.2
2020-09-05,Vancouver Island,611,53997,0.26,19
2020-09-06,BC,3789,405827,2.14,26.2
2020-09-06,Fraser,1465,144337,3.05,26
2020-09-06,Interior,7,53803,0.62,29.8
2020-09-06,Northern,43,14956,2.52,22.3
2020-09-06,Unknown,7,7220,0,46.9
2020-09-06,Vancouver Coastal,1796,131043,2.09,27.5
2020-09-06,Vancouver Island,471,54468,0.29,22
2020-09-07,BC,3394,409221,2.17,24.4
2020-09-07,Fraser,1366,145703,3.1,26
2020-09-07,Interior,355,54158,0.58,22
2020-09-07,Northern,102,15058,2.3,53.8
2020-09-07,Unknown,98,7318,0,32.8
2020-09-07,Vancouver Coastal,1223,132266,2.14,19.9
2020-09-07,Vancouver Island,250,54718,0.29,25.7
2020-09-08,BC,3575,412796,2.37,22.1
2020-09-08,Fraser,1350,147053,3.47,23.6
2020-09-08,Interior,333,54491,0.51,19.9
2020-09-08,Northern,130,15188,2.31,42.3
2020-09-08,Unknown,122,7440,0,23.2
2020-09-08,Vancouver Coastal,1259,133525,2.26,19.6
2020-09-08,Vancouver Island,381,55099,0.33,20.1
2020-09-09,BC,6056,418852,2.46,21.8
2020-09-09,Fraser,1733,148786,3.53,22.6
2020-09-09,Interior,535,55026,0.42,22.8
2020-09-09,Northern,173,15361,3.23,29.1
2020-09-09,Unknown,1233,8673,0,19.1
2020-09-09,Vancouver Coastal,1777,135302,2.61,22.4
2020-09-09,Vancouver Island,605,55704,0.35,20.9
2020-09-10,BC,6573,425425,2.39,26.2
2020-09-10,Fraser,1916,150702,3.55,23.9
2020-09-10,Interior,606,55632,0.37,23.6
2020-09-10,Northern,280,15641,2.61,27.4
2020-09-10,Unknown,1119,9792,0,42.9
2020-09-10,Vancouver Coastal,2076,137378,2.71,21.4
2020-09-10,Vancouver Island,576,56280,0.32,20.1
2020-09-11,BC,5800,431225,2.46,27.1
2020-09-11,Fraser,2327,153029,3.39,28.4
2020-09-11,Interior,106,55738,0.28,13
2020-09-11,Northern,171,15812,2.79,40.1
2020-09-11,Unknown,66,9858,0,62.4
2020-09-11,Vancouver Coastal,2537,139915,2.94,26.6
2020-09-11,Vancouver Island,593,56873,0.37,19.7
2020-09-12,BC,5717,436942,2.43,26.3
2020-09-12,Fraser,2150,155179,3.19,25
2020-09-12,Interior,79,55817,0.3,13.2
2020-09-12,Northern,238,16050,2.99,37
2020-09-12,Unknown,17,9875,0,37.1
2020-09-12,Vancouver Coastal,2753,142668,2.91,27.5
2020-09-12,Vancouver Island,480,57353,0.39,21.3
2020-09-13,BC,5244,442186,2.28,32.6
2020-09-13,Fraser,1694,156873,3.02,34.9
2020-09-13,Interior,491,56308,0.4,27.2
2020-09-13,Northern,23,16073,2.78,47.4
2020-09-13,Unknown,754,10629,0,43.1
2020-09-13,Vancouver Coastal,1742,144410,2.88,30.9
2020-09-13,Vancouver Island,540,57893,0.35,20.9
2020-09-14,BC,3722,445908,2.26,29.3
2020-09-14,Fraser,1512,158385,2.95,34.5
2020-09-14,Interior,361,56669,0.56,19.2
2020-09-14,Northern,272,16345,3.11,54.5
2020-09-14,Unknown,61,10690,0,27
2020-09-14,Vancouver Coastal,1170,145580,2.85,23.3
2020-09-14,Vancouver Island,346,58239,0.34,18
2020-09-15,BC,6827,452735,2.15,23
2020-09-15,Fraser,2255,160640,2.75,25.7
2020-09-15,Interior,548,57217,0.77,23.1
2020-09-15,Northern,164,16509,3.33,36.7
2020-09-15,Unknown,817,11507,0,20.4
2020-09-15,Vancouver Coastal,2538,148118,2.74,20.7
2020-09-15,Vancouver Island,505,58744,0.27,22.3
2020-09-16,BC,7422,460157,2.12,22.7
2020-09-16,Fraser,2796,163436,2.72,22.6
2020-09-16,Interior,621,57838,1,25.5
2020-09-16,Northern,224,16733,2.62,29.3
2020-09-16,Unknown,48,11555,0,30.9
2020-09-16,Vancouver Coastal,3075,151193,2.47,22.2
2020-09-16,Vancouver Island,658,59402,0.24,20.4
2020-09-17,BC,6022,466179,2.21,22.3
2020-09-17,Fraser,2106,165542,2.79,22.2
2020-09-17,Interior,568,58406,1.15,26
2020-09-17,Northern,307,17040,2.93,32.2
2020-09-17,Unknown,153,11708,0,11
2020-09-17,Vancouver Coastal,2363,153556,2.45,21.5
2020-09-17,Vancouver Island,525,59927,0.16,19.3
2020-09-18,BC,6725,472904,2.12,25.6
2020-09-18,Fraser,2176,167718,2.8,25.3
2020-09-18,Interior,706,59112,1.22,27.8
2020-09-18,Northern,271,17311,2.74,35.6
2020-09-18,Unknown,184,11892,0,23.6
2020-09-18,Vancouver Coastal,2734,156290,2.27,25.7
2020-09-18,Vancouver Island,654,60581,0.19,19.8
2020-09-19,BC,5962,478866,2.13,25
2020-09-19,Fraser,1960,169678,2.99,25.9
2020-09-19,Interior,533,59645,1.23,30.2
2020-09-19,Northern,198,17509,2.47,33.6
2020-09-19,Unknown,953,12845,0,23
2020-09-19,Vancouver Coastal,1792,158082,2.31,23.7
2020-09-19,Vancouver Island,526,61107,0.16,21.1
2020-09-20,BC,6034,484900,2.18,31.5
2020-09-20,Fraser,1842,171520,3.14,29
2020-09-20,Interior,583,60228,1.17,36.6
2020-09-20,Northern,193,17702,2.21,39
2020-09-20,Unknown,1010,13855,0,52.4
2020-09-20,Vancouver Coastal,1862,159944,2.34,23.3
2020-09-20,Vancouver Island,544,61651,0.27,21.5
2020-09-21,BC,4693,489593,2.14,30.3
2020-09-21,Fraser,1600,173120,3.12,28
2020-09-21,Interior,572,60800,1.07,34.2
2020-09-21,Northern,182,17884,1.95,35.8
2020-09-21,Unknown,482,14337,0,68.3
2020-09-21,Vancouver Coastal,1468,161412,2.39,21.3
2020-09-21,Vancouver Island,389,62040,0.24,18
2020-09-22,BC,5917,495510,2.03,31.7
2020-09-22,Fraser,2172,175292,2.93,24.5
2020-09-22,Interior,772,61572,0.96,28.4
2020-09-22,Northern,222,18106,2.07,26.7
2020-09-22,Unknown,632,14969,0,89.7
2020-09-22,Vancouver Coastal,1565,162977,2.35,24.6
2020-09-22,Vancouver Island,554,62594,0.26,20.4
2020-09-23,BC,8373,503883,2,32.1
2020-09-23,Fraser,2952,178244,2.89,31.2
2020-09-23,Interior,975,62547,0.85,30
2020-09-23,Northern,421,18527,2.01,34
2020-09-23,Unknown,416,15385,0,25.7
2020-09-23,Vancouver Coastal,2956,165933,2.42,36.7
